word,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust
kompensasi,0,0,0,0,0,0,0,0,0,0
Sebagai pengganti,0,0,0,0,0,0,1,0,0,0
kompetensi,0,0,0,0,0,0,1,0,0,1
kompetensi,0,0,0,0,0,0,1,0,0,1
kompeten,0,0,0,0,0,0,1,0,0,1
kompetisi,0,1,0,0,0,1,0,0,0,0
kompetitif,0,0,0,0,0,0,0,0,0,0
saingan,0,0,0,0,0,0,0,0,0,0
kompilasi,0,0,0,0,0,0,0,0,0,0
menyusun,0,0,0,0,0,0,0,0,0,0
kepuasan,0,0,0,0,0,0,1,0,0,0
puas diri,0,0,0,0,0,0,0,0,0,0
mengeluh,1,0,0,0,0,1,0,1,0,0
keluhan,1,0,0,0,0,1,0,0,0,0
melengkapi,0,1,0,0,1,0,1,0,1,1
yang saling melengkapi,0,0,0,0,0,0,1,0,0,0
lengkap,0,0,0,0,0,0,0,0,0,0
sama sekali,0,0,0,0,0,0,1,0,0,0
kelengkapan,0,0,0,0,0,0,1,0,0,0
menyelesaikan,0,1,0,0,1,0,1,0,0,0
penyelesaian,0,1,0,0,1,0,1,0,0,0
kompleks,0,0,0,0,0,0,0,0,0,0
rumit,0,0,0,0,0,1,0,0,0,0
corak,0,0,0,0,0,0,0,0,0,0
kompleksitas,0,0,0,0,0,1,0,0,0,0
kepatuhan,0,0,0,0,0,0,1,0,0,1
sesuai,0,0,0,0,0,0,1,0,0,0
menyulitkan,1,0,0,0,0,1,0,0,0,0
rumit,0,0,0,0,0,1,0,0,0,0
komplikasi,0,0,0,0,0,1,0,0,0,0
keterlibatan,0,0,0,0,0,1,1,0,0,0
pujian,0,1,0,0,1,0,1,0,1,1
mematuhi,0,0,0,0,0,0,0,0,0,0
mematuhi,0,0,0,0,0,0,0,0,0,0
compo,0,0,0,0,0,0,0,0,0,0
komponen,0,0,0,0,0,0,0,0,0,0
menyusun,0,0,0,0,0,0,0,0,0,0
tersusun,0,0,0,0,0,0,1,0,0,0
komposer,0,0,0,0,0,0,1,0,0,0
gabungan,0,0,0,0,0,0,0,0,0,0
komposisi,0,0,0,0,0,0,0,0,0,0
kompos,0,0,1,0,0,1,0,0,0,0
ketenangan,0,0,0,0,0,0,1,0,0,0
menggabungkan,0,0,0,0,0,0,0,0,0,0
memahami,0,0,0,0,0,0,1,0,0,0
pemahaman,0,0,0,0,0,0,0,0,0,0
luas,0,0,0,0,0,0,1,0,0,0
kompres,1,0,0,0,0,0,0,0,0,0
terkompresi,0,0,0,0,0,0,0,0,0,0
kompresibel,0,0,0,0,0,0,0,0,0,0
kompresi,0,0,0,0,0,0,0,0,0,0
meliputi,0,0,0,0,0,0,0,0,0,0
kompromi,0,0,0,0,0,0,0,0,0,0
pengawas,0,0,0,0,0,0,0,0,0,1
paksaan,1,0,0,0,0,1,0,0,0,0
wajib,0,0,0,0,0,1,0,0,0,0
dapat dihitung,0,0,0,0,0,0,0,0,0,0
komputasi,0,0,0,0,0,0,0,0,0,0
menghitung,0,0,0,0,0,0,0,0,0,0
komputer,0,0,0,0,0,0,0,0,0,0
kawan,0,0,0,0,0,0,1,0,0,1
menipu,0,0,0,0,0,0,0,0,0,0
rangkaian,0,0,0,0,0,0,0,0,0,0
cekung,0,0,0,0,0,0,0,0,0,0
menutupi,0,0,0,0,0,1,0,1,0,0
tersembunyi,0,1,0,1,0,1,0,0,1,0
penyembunyian,1,1,0,1,0,1,0,0,0,0
kesombongan,0,0,0,0,0,1,0,0,0,0
sombong,0,0,0,0,0,1,0,0,0,0
bisa dibayangkan,0,0,0,0,0,0,0,0,0,0
konsentrat,0,0,0,0,0,0,0,0,0,0
konsentrasi,0,0,0,0,0,0,0,0,0,0
konsentris,0,0,0,0,0,0,1,0,0,0
pembuahan,0,0,0,0,0,0,0,0,0,0
kekhawatiran,0,0,0,0,0,0,0,0,0,0
khawatir,0,0,0,1,0,0,0,1,0,0
konser,0,0,0,0,0,0,0,0,0,0
konsesi,0,0,0,0,0,0,0,0,0,0
lunak,0,0,0,0,0,0,0,0,0,0
ruang serbaguna,0,0,0,0,0,0,0,0,0,0
perdamaian,0,0,0,0,1,0,1,0,0,1
ringkas,0,0,0,0,0,0,0,0,0,0
konklaf,0,0,0,0,0,0,0,0,0,0
menyimpulkan,0,0,0,0,0,0,0,0,0,0
menyimpulkan,0,0,0,0,0,0,1,0,0,0
kesimpulan,0,0,0,0,0,0,0,0,0,0
ramuan,0,0,0,0,0,0,0,0,0,0
seiring,0,0,0,0,0,0,0,0,0,0
kerukunan,0,0,0,0,0,0,1,0,0,1
konkordansi,0,0,0,0,0,0,1,0,0,1
kesepakatan,0,0,0,0,0,0,0,0,0,0
pertemuan,0,0,0,0,0,0,0,0,0,0
konkret,0,0,0,0,0,0,0,0,0,0
persetujuan,0,0,0,0,0,0,0,0,0,0
bersamaan,0,0,0,0,0,0,0,0,0,0
setuju,0,0,0,0,0,0,0,0,0,0
gegar,1,0,0,0,0,1,0,1,0,0
memvonis,1,0,0,0,0,1,0,0,0,0
penghukuman,1,1,1,1,0,1,0,1,0,0
kondensasi,0,0,0,0,0,0,0,0,0,0
kental,0,0,0,0,0,0,0,0,0,0
merendahkan,0,0,0,0,0,1,0,0,0,0
merendahkan,1,0,1,0,0,1,0,1,0,0
bumbu,0,0,0,0,0,0,0,0,0,0
kondisi,0,0,0,0,0,0,0,0,0,0
bersyarat,0,0,0,0,0,0,0,0,0,0
bersyarat,0,0,0,0,0,0,0,0,0,0
dikondisikan,0,0,0,0,0,0,0,0,0,0
kondisi,0,0,0,0,0,0,0,0,0,0
belasungkawa,0,0,0,0,0,0,1,1,0,0
memaafkan,0,0,0,0,0,0,1,0,0,0
kondusif,0,0,0,0,0,0,1,0,0,0
mengadakan,0,0,0,0,0,0,0,0,0,0
konduksi,0,0,0,0,0,0,0,0,0,0
daya konduksi,0,0,0,0,0,0,1,0,0,0
konduktor,0,0,0,0,0,0,0,0,0,0
saluran,0,0,0,0,0,0,0,0,0,0
kerucut,0,0,0,0,0,0,0,0,0,0
sekutu,0,0,0,0,0,0,1,0,0,1
konfederasi,0,0,0,0,0,0,0,0,0,0
memberi,0,0,0,0,0,0,0,0,0,0
konferensi,0,0,0,0,0,0,0,0,0,0
mengakui,0,0,0,0,0,1,1,0,0,1
pengakuan,0,1,0,1,0,1,0,1,1,0
pengakuan,0,0,0,1,0,0,0,0,0,1
pengakuan,0,0,0,0,0,0,0,0,0,0
mengaku,0,0,0,0,0,0,0,0,0,1
kepercayaan diri,0,0,0,1,1,0,1,0,0,1
percaya diri,0,0,0,0,1,0,1,0,0,1
rahasia,0,0,0,0,0,0,0,0,0,1
secara rahasia,0,0,0,0,0,0,0,0,0,1
konfigurasi,0,0,0,0,0,0,0,0,0,0
membatasi,1,0,0,1,0,1,0,1,0,0
terbatas,1,0,1,1,0,1,0,1,0,0
kurungan,1,0,0,1,0,1,0,1,0,0
membatasi,0,0,0,0,0,0,0,0,0,0
Konfirmasi,0,0,0,0,0,0,0,0,0,0
konfirmasi,0,0,0,0,0,0,0,0,0,1
konfirmasi,0,0,0,0,0,0,0,0,0,0
dikonfirmasi,0,0,0,0,0,0,1,0,0,1
menyita,1,0,0,0,0,1,0,1,0,0
penyitaan,0,0,0,0,0,1,0,0,0,0
kebakaran besar,1,0,0,1,0,1,0,0,0,0
konflik,1,0,0,1,0,1,0,1,0,0
bertentangan,0,0,0,0,0,1,0,0,0,0
pertemuan,0,0,0,0,0,0,0,0,0,0
kesesuaian,0,0,0,0,0,0,1,0,0,0
konformasi,0,0,0,0,0,0,0,0,0,0
kesesuaian,0,0,0,0,0,0,0,0,0,1
mencampuradukkan,0,0,0,0,0,1,0,0,0,0
terkutuk,0,0,0,0,0,1,0,0,0,0
mengonfrontasi,1,0,0,0,0,0,0,0,0,0
bingung,0,0,0,0,0,1,0,0,0,0
kebingungan,1,0,0,1,0,1,0,0,0,0
cocok,0,0,0,0,0,0,1,0,0,0
bawaan,0,0,0,0,0,0,0,0,0,0
penyumbatan,0,0,0,0,0,1,0,0,0,0
konglomerat,0,0,0,0,0,0,0,0,0,1
campuran,0,0,0,0,0,0,0,0,0,0
ucapan selamat,0,0,0,0,1,0,1,0,0,0
berkumpul,0,0,0,0,0,0,0,0,0,0
kongregasi,0,0,0,0,0,0,1,0,0,1
Kongres,0,0,1,0,0,0,0,0,0,1
kongres,0,0,0,0,0,0,0,0,0,0
anggota kongres,0,0,0,0,0,0,0,0,0,1
kesesuaian,0,0,0,0,0,0,1,0,0,1
berbentuk kerucut,0,0,0,0,0,0,0,0,0,0
berbentuk kerucut,0,0,0,0,0,0,0,0,0,0
dugaan,0,1,0,0,0,0,0,0,0,0
suami istri,0,0,0,0,0,0,0,0,0,0
mengkonjugasikan,0,0,0,0,0,0,0,0,0,0
konjugasi,0,0,0,0,0,0,0,0,0,0
konjungsi,0,0,0,0,0,0,0,0,0,0
kata penghubung,0,0,0,0,0,0,0,0,0,0
menyulap,0,1,0,0,0,0,0,0,1,0
sulap,0,0,0,0,0,1,0,0,0,0
Menghubung,0,0,0,0,0,0,0,0,0,0
terhubung,0,0,0,0,0,0,0,0,0,0
koneksi,0,0,0,0,0,0,0,0,0,0
penghubung,0,0,0,0,0,0,0,0,0,1
penikmat,0,0,0,0,1,0,1,0,0,1
menaklukkan,0,0,0,0,0,0,0,0,0,0
penakluk,0,0,0,0,0,0,0,0,0,0
penaklukan,1,0,0,1,0,1,0,0,0,0
hati nurani,0,0,0,0,0,0,1,0,0,1
teliti,0,0,0,0,0,0,1,0,0,1
kesadaran,0,0,0,0,0,0,1,0,0,0
wajib militer,0,0,0,0,0,0,0,0,0,0
konsekrasi,0,1,0,0,1,0,1,1,0,1
berurutan,0,0,0,0,0,0,0,0,0,0
izin,0,0,0,0,0,0,0,0,0,0
menyetujui,0,0,0,0,0,0,0,0,0,0
konsekuensi,0,0,0,0,0,0,0,0,0,0
akibat,0,1,0,0,0,0,0,0,0,0
konservasi,0,1,0,0,0,0,1,0,0,1
konservatisme,0,0,0,0,0,0,0,0,0,0
konservatif,0,0,0,0,0,0,0,0,0,0
konservatori,0,0,0,0,0,0,0,0,0,0
melestarikan,0,0,0,0,0,0,1,0,0,0
besar,0,0,0,0,0,0,1,0,0,0
penuh perhatian,0,0,0,0,0,0,1,0,0,1
penerima barang,0,0,0,0,0,0,0,0,0,0
konsinyasi,0,0,0,0,0,0,0,0,0,0
konsistensi,0,0,0,0,0,0,1,0,0,1
konsisten,0,0,0,0,0,0,0,0,0,0
penghiburan,0,0,0,0,0,0,0,0,0,0
menghibur,0,0,0,0,0,0,1,1,0,0
mengkonsolidasikan,0,0,0,0,0,0,0,0,0,0
konsolidasi,0,0,0,0,0,0,0,0,0,0
konsonan,0,0,0,0,0,0,1,0,0,0
istri,0,0,0,0,0,0,0,0,0,1
menyolok,0,0,0,0,0,0,0,0,0,0
konspirasi,0,0,0,1,0,0,0,0,0,0
konspirator,1,1,1,1,0,1,0,0,0,0
bersekongkol,0,0,0,1,0,1,0,0,0,0
polisi,0,0,0,0,0,0,0,0,0,1
keteguhan,0,0,0,0,0,0,1,0,0,1
konstan,0,0,0,0,0,0,1,0,0,1
selalu,0,0,0,0,0,0,0,0,0,1
konstelasi,0,0,0,0,0,0,0,0,0,0
kekuatiran,1,0,0,1,0,1,0,0,0,0
sembelit,0,0,1,0,0,1,0,0,0,0
unsur,0,0,0,0,0,0,0,0,0,0
konstituen,0,0,0,0,0,0,0,0,0,0
merupakan,0,0,0,0,0,0,0,0,0,1
konstitusi,0,0,0,0,0,0,0,0,0,0
konstitusional,0,0,0,0,0,0,1,0,0,1
konstitusionalitas,0,0,0,0,0,0,0,0,0,0
memaksa,0,0,0,1,0,1,0,0,0,0
dibatasi,0,0,0,0,0,1,0,0,0,0
paksaan,1,0,0,1,0,1,0,1,0,0
membangun,0,0,0,0,0,0,1,0,0,0
konstruksi,0,0,0,0,0,0,0,0,0,0
menafsirkan,0,0,0,0,0,0,0,0,0,0
konsul,0,0,0,0,0,0,0,0,0,1
berkonsultasi,0,0,0,0,0,0,0,0,0,1
konsultasi,0,0,0,0,0,0,0,0,0,0
mengkonsumsi,0,0,0,0,0,0,0,0,0,0
mengkonsumsi,0,0,0,0,0,0,0,0,0,0
sempurna,0,0,0,0,0,0,1,0,0,0
penyempurnaan,0,0,0,0,0,0,0,0,0,0
konsumsi,0,0,0,0,0,0,0,0,0,0
kontak,0,0,0,0,0,0,1,0,0,0
penularan,0,1,1,1,0,1,0,0,0,0
menular,0,0,1,1,0,1,0,0,0,0
penahanan,0,0,0,0,0,0,0,0,0,0
mencemari,0,0,1,0,0,1,0,0,0,0
terkontaminasi,0,0,1,1,0,1,0,1,0,0
kontaminasi,0,0,1,0,0,1,0,0,0,0
merenungkan,0,0,0,0,0,0,0,0,0,0
kontemplasi,0,0,0,0,0,0,1,0,0,0
melibatkan perenungan,0,0,0,0,0,0,0,0,0,0
sejaman,0,0,0,0,0,0,0,0,0,0
kontemporer,0,0,0,0,0,0,0,0,0,0
penghinaan,1,0,1,1,0,1,0,0,0,0
hina,1,0,1,0,0,1,0,0,0,0
menghina,1,0,0,0,0,1,0,0,0,0
bersaing,0,0,0,0,0,0,0,0,0,0
isi,0,0,0,0,1,0,1,0,0,1
pendapat,0,0,0,0,0,0,0,0,0,0
kontensius,1,0,1,1,0,1,0,0,0,0
isi,0,0,0,0,0,0,0,0,0,0
konteks,0,0,0,0,0,0,0,0,0,0
berdekatan,0,0,0,0,0,0,0,0,0,0
pengawasan diri,0,0,0,0,0,0,0,0,0,0
benua,0,0,0,0,0,0,0,0,0,0
kontinental,0,0,0,0,0,0,0,0,0,0
kemungkinan,0,0,0,0,0,0,0,0,0,0
kontingen,0,1,0,0,0,0,0,0,0,0
terus menerus,0,0,0,0,0,0,0,0,0,0
terus menerus,0,0,0,0,0,0,0,0,0,0
kelanjutan,0,0,0,0,0,0,0,0,0,0
kelanjutan,0,1,0,0,0,0,0,0,0,0
melanjutkan,0,1,0,0,0,0,1,0,0,1
lanjutan,0,0,0,0,0,0,0,0,0,0
melanjutkan,0,0,0,0,0,0,0,0,0,0
kontinuitas,0,0,0,0,0,0,0,0,0,0
kontinu,0,0,0,0,0,0,0,0,0,0
terus menerus,0,0,0,0,0,0,0,0,0,0
kontur,0,0,0,0,0,0,1,0,0,0
barang selundupan,1,0,1,1,0,1,0,0,0,0
kontrak,0,0,0,0,0,0,0,0,0,0
dikontrak,0,0,0,0,0,1,0,0,0,0
kontraktil,0,0,0,0,0,0,0,0,0,0
kontrak,0,0,0,0,0,0,0,0,0,0
kontraksi,0,0,0,0,0,0,0,0,0,0
bertentangan,1,0,0,0,0,1,0,0,0,0
kontradiksi,0,0,0,0,0,1,0,0,0,0
kontradiktif,0,0,0,0,0,1,0,0,0,0
kebalikan,0,0,0,0,0,1,0,0,0,0
kontras,0,0,0,0,0,0,0,0,0,0
kontras,0,0,0,0,0,1,0,0,0,0
melanggar,0,0,0,0,0,1,0,0,0,0
pelanggaran,0,0,0,0,0,1,0,0,0,0
menyumbang,0,0,0,0,0,0,1,0,0,0
penyumbang,0,0,0,0,0,0,1,0,0,1
Dibuat secara perlahan,0,0,0,0,0,0,0,0,0,0
kontrol,0,0,0,0,0,0,0,0,0,0
kontroversial,1,0,0,0,0,1,0,0,0,0
kontroversi,0,0,0,0,0,1,0,0,0,0
teka-teki,0,0,0,0,0,0,0,0,0,0
sembuh,0,0,0,0,0,0,0,0,0,0
konveksi,0,0,0,0,0,0,0,0,0,0
bersidang,0,0,0,0,0,0,0,0,0,0
kenyamanan,0,0,0,0,0,0,1,0,0,0
kemudahan,0,0,0,0,0,0,0,0,0,0
nyaman,0,0,0,0,0,0,1,0,0,0
biara,0,0,0,0,0,0,1,0,0,1
Konvensi,0,0,0,0,0,0,1,0,0,0
konvensional,0,0,0,0,0,0,0,0,0,0
bertemu,0,0,0,0,0,0,0,0,0,0
konvergensi,0,1,0,0,0,0,0,0,0,0
konvergen,0,0,0,0,0,0,0,0,0,0
mahir,0,0,0,0,0,0,1,0,0,0
percakapan,0,0,0,0,0,0,0,0,0,0
percakapan,0,0,0,0,0,0,1,0,0,0
berbicara,0,0,0,0,0,0,0,0,0,0
bercakap-cakap,0,0,0,0,0,0,0,0,0,0
konversi,0,0,0,0,0,0,0,0,0,0
mengubah,0,0,0,0,0,0,1,0,0,0
dikonversi,0,0,0,0,0,0,0,0,0,0
mobil atap terbuka,0,0,0,0,0,0,0,0,0,0
cembung,0,0,0,0,0,0,0,0,0,0
sifat busung,0,0,0,0,0,0,0,0,0,0
mengangkut,0,0,0,0,0,0,0,0,0,0
kendaraan,0,0,0,0,0,0,0,0,0,0
pengangkutan,0,0,0,0,0,0,0,0,0,1
menghukum,1,0,1,1,0,1,0,1,0,0
pengakuan,0,0,0,0,0,1,0,0,0,0
meyakinkan,0,1,0,0,0,0,1,0,0,1
yakin,0,0,0,0,0,0,0,0,0,1
meyakinkan,0,0,0,0,0,0,0,0,0,1
pertemuan,0,0,0,0,0,0,0,0,0,0
membelit,0,0,0,0,0,0,0,0,0,0
lilitan,0,0,0,0,0,0,0,0,0,0
konvoi,0,0,0,0,0,0,0,0,0,0
mendekut,0,0,0,0,0,0,0,0,0,0
memasak,0,0,0,0,0,0,0,0,0,0
masakan,0,0,0,0,0,0,0,0,0,0
memasak,0,0,0,0,0,0,0,0,0,0
dingin,0,0,0,0,0,0,1,0,0,0
lebih keren,0,0,0,0,0,0,0,0,0,0
pendinginan,0,0,0,0,0,0,0,0,0,0
kesejukan,0,0,0,0,0,0,1,0,0,0
mengurung,1,0,1,0,0,1,0,0,0,0
bekerja sama,0,0,0,0,0,0,1,0,0,0
bekerja sama,0,0,0,0,0,0,1,0,0,1
kerja sama,0,0,0,0,0,0,1,0,0,1
kooperatif,0,0,0,0,0,0,1,0,0,1
koordinat,0,0,0,0,0,0,0,0,0,0
polisi,0,0,0,1,0,0,0,0,0,1
banyak sekali,0,0,0,0,0,0,0,0,0,0
tembaga,0,0,0,0,0,0,0,0,0,0
salinan,0,0,0,0,0,1,0,0,0,0
peniru,1,0,1,0,0,1,0,0,0,0
penyalinan,0,0,0,0,0,0,0,0,0,0
hak cipta,0,0,0,0,0,0,0,0,0,0
karang,0,0,0,0,0,0,0,0,0,0
tali,0,0,0,0,0,0,0,0,0,0
barisan,0,0,0,0,0,0,0,0,0,0
korduroi,0,0,0,0,0,0,0,0,0,0
inti,0,0,0,0,0,0,1,0,0,0
sumbat,0,0,0,0,0,0,0,0,0,0
kotrek,0,0,0,0,0,0,0,0,0,0
Jagung,0,0,0,0,0,0,0,0,0,0
kornea,0,0,0,0,0,0,0,0,0,0
sudut,0,0,0,0,0,0,0,0,0,0
terompet kecil,0,0,0,0,0,0,0,0,0,0
cornice,0,0,0,0,0,0,0,0,0,0
kanji dr tepung jagung,0,0,0,0,0,0,0,0,0,0
akibat wajar,0,0,0,0,0,0,0,0,0,0
korona,0,0,0,0,0,0,0,0,0,0
pemahkotaan,0,0,0,0,1,0,1,0,0,1
koroner,0,0,0,0,0,1,0,0,0,0
kopral,0,0,0,0,0,1,0,0,0,0
perusahaan,0,0,0,0,0,0,0,0,0,0
perusahaan,0,0,0,0,0,0,1,0,0,1
jasmani,0,0,0,0,0,0,1,0,0,0
korps,0,0,0,0,0,0,0,0,0,0
mayat,0,0,1,0,0,1,0,1,0,0
badan,0,0,0,0,0,0,0,0,0,0
kandang ternak,0,0,0,0,0,0,0,0,0,0
koreksi,0,0,0,0,0,1,0,0,0,0
perbaikan,0,0,0,0,0,0,1,0,0,0
ketepatan,0,0,0,0,0,0,0,0,0,1
korelasi,0,0,0,0,0,0,0,0,0,0
korelatif,0,0,0,0,0,0,0,0,0,0
sesuai,0,0,0,0,0,0,0,0,0,0
korespondensi,0,1,0,0,0,0,1,0,0,0
koresponden,0,0,0,0,0,0,0,0,0,0
koridor,0,0,0,0,0,0,0,0,0,0
menguatkan,0,0,0,0,0,0,1,0,0,1
pembenaran,0,0,0,0,0,0,0,0,0,1
korosi,0,0,0,0,0,1,0,0,0,0
korosif,0,0,0,1,0,1,0,0,0,0
korup,0,0,0,0,0,1,0,0,0,0
merusak,1,0,1,1,0,1,0,1,0,0
korupsi,0,0,1,0,0,1,0,0,0,0
corse,0,0,0,0,0,0,0,1,0,0
korset,0,0,0,0,0,0,0,0,0,0
korteks,0,0,0,0,0,0,0,0,0,0
kortikal,0,0,0,0,0,0,0,0,0,0
korvet,0,0,0,0,0,0,0,0,0,0
kosmetik,0,0,0,0,0,0,0,0,0,0
kosmetik,0,0,0,0,0,0,0,0,0,0
kosmik,0,0,0,0,0,0,0,0,0,0
kosmologi,0,0,0,0,0,0,0,0,0,0
kosmopolitan,0,0,0,0,0,0,1,0,0,1
kosmos,0,0,0,0,0,0,0,0,0,0
biaya,0,0,0,0,0,0,0,0,0,0
mahal,0,0,0,0,0,0,0,0,0,0
kostum,0,0,0,0,0,0,0,0,0,0
nyaman,0,0,0,0,0,0,1,0,0,0
pondok,0,0,0,0,0,0,0,0,0,0
kandang,0,0,0,0,0,0,0,0,0,0
pondok,0,0,0,0,0,0,0,0,0,0
kapas,0,0,0,0,0,0,0,0,0,0
sofa,0,0,0,0,0,0,0,1,0,0
tante girang,0,0,0,0,0,0,0,0,0,0
batuk,0,0,1,0,0,1,0,0,0,0
Dewan,0,1,0,0,0,0,1,0,0,1
nasihat,0,0,0,0,0,0,1,0,0,1
konselor,1,0,0,1,0,1,0,0,0,1
konselor,0,0,0,0,0,0,1,0,0,1
menghitung,0,0,0,0,0,0,1,0,0,1
hitung mundur,0,1,0,0,0,0,0,0,0,0
wajah,0,0,0,0,0,0,0,0,0,0
menangkal,0,0,0,0,0,0,0,0,0,0
menetralkan,0,0,0,0,0,0,0,0,0,0
mengimbangi,0,0,0,0,0,0,0,0,0,0
tuntutan balasan,0,0,0,0,0,0,0,0,0,0
rekanan,0,0,0,0,0,0,0,0,0,0
Countess,0,0,0,0,0,0,1,0,0,0
tak terhitung,0,0,0,0,0,0,0,0,0,0
negara,0,0,0,0,0,0,0,0,0,0
sebangsa,0,0,0,0,0,0,0,0,0,1
menghitung,0,0,0,0,0,0,0,0,0,0
daerah,0,0,0,0,0,0,0,0,0,1
kup,1,0,0,0,0,0,0,0,1,0
pasangan,0,0,0,0,0,0,0,0,0,0
digabungkan,0,0,0,0,0,0,0,0,0,0
kupon,0,0,0,0,0,0,0,0,0,0
keberanian,0,0,0,0,0,0,1,0,0,0
berani,0,0,0,1,0,0,1,0,0,0
kurir,0,0,0,0,0,0,0,0,0,1
kursus,0,0,0,0,0,0,0,0,0,0
pemburuan kelinci,0,0,0,0,0,1,0,0,0,0
pengadilan,1,1,0,1,0,0,0,0,0,0
sopan,0,0,0,0,0,0,1,0,0,0
kesopanan,0,0,0,0,0,0,1,0,0,0
gedung pengadilan,0,0,0,0,0,0,0,0,0,0
pengadilan,0,0,0,0,0,0,0,0,0,0
pacaran,0,1,0,0,1,0,1,0,0,1
halaman,0,0,0,0,0,0,0,0,0,0
teluk kecil,0,1,1,1,1,0,1,0,0,0
perjanjian,0,0,0,0,0,0,1,0,0,1
menutupi,0,0,0,0,0,0,0,0,0,1
tertutupi,0,0,0,0,0,0,0,0,0,0
penutup,0,0,0,0,0,0,0,0,0,0
tersembunyi,0,0,0,0,0,0,0,0,0,0
mendambakan,0,0,0,0,0,1,0,0,0,0
lembu,0,0,0,0,0,0,0,0,0,0
pengecut,0,0,1,1,0,1,0,1,0,0
kepengecutan,0,0,0,1,0,1,0,0,0,0
pengecut,0,0,0,1,0,1,0,0,0,0
koboi,0,0,0,0,0,0,0,0,0,0
kulit sapi,0,0,0,0,0,0,0,0,0,0
biarawan,0,0,0,0,0,0,0,0,0,0
teman sekerja,0,0,0,0,0,0,0,0,0,0
malu,0,0,0,1,0,0,0,0,0,0
anjing hutan,0,0,0,1,0,0,0,0,0,0
Kepiting,0,0,0,0,0,0,0,0,0,0
pemarah,1,0,0,0,0,1,0,0,0,0
retakan,0,0,0,0,0,1,0,0,0,0
retak,1,0,0,1,0,1,0,0,0,0
kerupuk,0,0,0,0,0,0,0,0,0,0
retak,0,0,0,0,0,1,0,0,0,0
meretih,0,0,0,0,0,0,0,0,0,0
buaian,0,1,0,0,1,0,1,0,0,1
keahlian,0,0,0,0,0,0,1,0,0,0
tukang,0,0,0,0,0,0,1,0,0,0
licik,0,0,0,0,0,0,0,0,0,0
craig,0,0,0,0,0,0,0,0,0,0
penuh sesak,0,0,0,0,0,0,0,0,0,0
kejang,0,1,0,0,0,1,0,0,0,0
sempit,0,0,0,0,0,1,0,0,0,0
derek,0,0,0,0,0,0,0,0,0,0
tengkorak,0,0,0,0,0,0,0,0,0,0
engkol,0,0,0,0,0,1,0,0,0,0
mudah marah,1,0,0,0,0,1,0,0,0,0
omong kosong,0,0,1,0,0,1,0,0,0,0
omong kosong,0,1,0,0,0,0,0,0,0,0
menabrak,0,0,0,1,0,1,0,1,1,0
peti,0,0,0,0,0,0,0,0,0,0
kawah,0,0,0,0,0,0,0,0,0,0
mendambakan,0,1,0,0,0,0,0,0,0,0
keinginan,0,1,0,0,0,0,0,0,0,0
mundur,0,0,0,0,0,0,0,0,0,0
merangkak,0,0,1,0,0,1,0,0,0,0
krayon,0,0,0,0,0,0,0,0,0,0
menggila,0,0,0,0,0,0,0,0,0,0
gila,1,0,0,1,0,1,0,0,0,0
gila,1,0,0,1,0,1,0,1,0,0
berderit,0,0,0,0,0,1,0,0,0,0
krim,0,1,0,0,1,0,1,0,1,0
pembuat krim,0,0,0,0,0,0,0,0,0,0
lembut,0,0,0,0,0,0,0,0,0,0
lipatan,0,0,0,0,0,0,0,0,0,0
membuat,0,0,0,0,1,0,1,0,0,0
penciptaan,0,0,0,0,0,0,0,0,0,0
kreatif,0,0,0,0,0,0,1,0,0,0
pencipta,0,0,0,0,0,0,0,0,0,0
makhluk,0,0,1,1,0,1,0,0,0,0
kepercayaan,0,0,0,0,0,0,1,0,0,1
mandat,0,0,0,0,0,0,1,0,0,1
kredensial,0,0,0,0,0,0,0,0,0,0
kredibilitas,0,0,0,0,0,0,1,0,0,1
kredibel,0,0,0,0,0,0,1,0,0,1
kredit,0,0,0,0,0,0,1,0,0,1
dapat dikreditkan,0,0,0,0,0,0,1,0,0,1
dikreditkan,0,0,0,0,0,0,1,0,0,0
mengkredit,0,0,0,0,0,0,0,0,0,0
kreditor,0,0,0,0,0,0,0,0,0,0
kepercayaan,0,0,0,0,0,0,0,0,0,0
sungai kecil,0,0,0,0,0,0,0,0,0,0
orang aneh,0,0,0,0,0,1,0,0,0,0
merayap,0,1,0,0,0,0,0,0,0,0
kremasi,0,0,0,0,0,0,0,1,0,0
kreol,0,0,0,0,0,0,0,0,0,0
crescendo,0,1,0,0,1,0,1,0,1,1
sabit,0,0,0,0,0,0,0,0,0,0
celah,0,0,0,0,0,0,0,0,0,0
awak kapal,0,0,0,0,0,0,0,0,0,1
boks bayi,0,0,0,0,0,0,0,0,0,0
jangkrik,0,0,0,0,0,0,0,0,0,0
kejahatan,1,0,0,0,0,1,0,0,0,0
pidana,1,0,1,1,0,1,0,0,0,0
kriminalitas,1,0,1,1,0,1,0,0,0,0
halangan,0,0,0,0,0,0,0,0,0,0
merah tua,0,0,0,0,0,0,0,0,0,0
jijik,0,0,1,1,0,1,0,1,0,0
melumpuhkan,0,0,0,1,0,1,0,1,0,0
lumpuh,0,0,0,0,0,1,0,1,0,0
krisis,0,0,0,0,0,1,0,0,0,0
garing,0,0,0,0,0,1,0,0,0,1
kriteria,0,0,0,0,0,0,0,0,0,0
pengkritik,0,0,0,0,0,1,0,0,0,0
kritik,1,0,0,0,0,1,0,1,0,0
